Time,Pd*L0,Pd*L1,Pd*L2,Pd*L3,CO*Top,CO*Bridge,CO*Hollow,CO*Total
0.0,18,6,0,0,0,0,0,0
1.4450928189303547e-08,18,6,0,0,0,0,0,0
3.171528217782274e-08,18,6,0,0,0,0,0,0
5.690080766353475e-08,18,6,0,0,0,0,0,0
8.500052955643718e-08,18,6,0,0,0,0,0,0
1.0873329567155063e-07,18,6,0,0,0,0,0,0
1.30452195930166e-07,18,6,0,0,0,0,0,0
1.564872889453948e-07,18,6,0,0,0,0,0,0
1.7737892629969065e-07,18,6,0,0,0,0,0,0
2.006843020829697e-07,18,6,0,0,0,0,0,0
2.221088196745679e-07,18,6,0,0,0,0,0,0
2.460425707959279e-07,18,6,0,0,0,0,0,0
2.675428714170666e-07,18,6,0,0,0,0,0,0
2.8971314212550723e-07,18,6,0,0,0,0,0,0
3.1286082533458303e-07,18,6,0,0,0,0,0,0
3.3550581628924606e-07,18,6,0,0,0,0,0,0
3.657249030907054e-07,18,6,0,0,0,0,0,0
3.9426182466758794e-07,19,5,0,0,0,0,0,0
4.200010151847086e-07,18,6,0,0,0,0,0,0
4.428642722947243e-07,18,6,0,0,0,0,0,0
4.6463324898000275e-07,18,6,0,0,0,0,0,0
4.890054485611536e-07,18,6,0,0,0,0,0,0
5.078066458179184e-07,18,6,0,0,0,0,0,0
5.336179252048387e-07,18,6,0,0,0,0,0,0
5.562676582645236e-07,18,6,0,0,0,0,0,0
5.827788698184344e-07,18,6,0,0,0,0,0,0
6.046208834980035e-07,18,6,0,0,0,0,0,0
6.239874303210189e-07,18,6,0,0,0,0,0,0
6.402031621044457e-07,18,6,0,0,0,0,0,0
6.672559019563693e-07,19,5,0,0,0,0,0,0
6.930340815243213e-07,18,6,0,0,0,0,0,0
7.148068455425583e-07,18,6,0,0,0,0,0,0
7.392567579001222e-07,17,7,0,0,0,0,0,0
7.651923629464104e-07,18,6,0,0,0,0,0,0
7.878721850455989e-07,18,6,0,0,0,0,0,0
8.141297801858475e-07,19,5,0,0,0,0,0,0
8.48347776420719e-07,20,4,0,0,0,0,0,0
8.765659334742962e-07,18,6,0,0,0,0,0,0
9.014878127319102e-07,19,5,0,0,0,0,0,0
9.288161951089092e-07,18,6,0,0,0,0,0,0
9.77345633961374e-07,18,6,0,0,0,0,0,0
1.0084559614379696e-06,18,6,0,0,0,0,0,0
1.046149428662736e-06,18,6,0,0,0,0,0,0
1.0830733971648078e-06,19,5,0,0,0,0,0,0
1.1155912317687176e-06,19,5,0,0,0,0,0,0
1.1389943949811981e-06,18,6,0,0,0,0,0,0
1.1756456392722892e-06,19,5,0,0,0,0,0,0
1.215194179640191e-06,17,7,0,0,0,0,0,0
1.26149176909918e-06,18,6,0,0,0,0,0,0
1.3046391743877156e-06,18,6,0,0,0,0,0,0
1.339738515251159e-06,18,6,0,0,0,0,0,0
1.3744394328988273e-06,19,5,0,0,0,0,0,0
1.412486660512342e-06,18,6,0,0,0,0,0,0
1.4491882279430297e-06,17,7,0,0,0,0,0,0
1.4814031263517067e-06,18,6,0,0,0,0,0,0
1.5184581507319152e-06,18,6,0,0,0,0,0,0
1.5523077780417536e-06,18,6,0,0,0,0,0,0
1.5873205687376644e-06,18,6,0,0,0,0,0,0
1.6187869013462907e-06,18,6,0,0,0,0,0,0
1.6609728762714147e-06,18,6,0,0,0,0,0,0
1.700646132551887e-06,18,6,0,0,0,0,0,0
1.739605733564611e-06,18,6,0,0,0,0,0,0
1.7700640080792834e-06,18,6,0,0,0,0,0,0
1.8202664650260503e-06,17,7,0,0,0,0,0,0
1.8597958001024221e-06,18,6,0,0,0,0,0,0
1.8914008693454322e-06,18,6,0,0,0,0,0,0
1.928159387535779e-06,17,7,0,0,0,0,0,0
1.96979460082721e-06,18,6,0,0,0,0,0,0
2.0052428513209768e-06,18,6,0,0,0,0,0,0
2.0425650319609725e-06,18,6,0,0,0,0,0,0
2.085328810628154e-06,18,6,0,0,0,0,0,0
2.128700455456294e-06,18,6,0,0,0,0,0,0
2.1580879532950224e-06,18,6,0,0,0,0,0,0
2.196381598486443e-06,18,6,0,0,0,0,0,0
2.2455124370941694e-06,18,6,0,0,0,0,0,0
2.2799874008706285e-06,17,7,0,0,0,0,0,0
2.309994714878267e-06,18,6,0,0,0,0,0,0
2.3419704978044655e-06,17,7,0,0,0,0,0,0
2.380360999487102e-06,17,7,0,0,0,0,0,0
2.41194582220425e-06,18,6,0,0,0,0,0,0
2.4458625280553415e-06,17,7,0,0,0,0,0,0
2.4864746502794353e-06,17,7,0,0,0,0,0,0
2.5243435617927636e-06,17,7,0,0,0,0,0,0
2.5590722885896968e-06,17,7,0,0,0,0,0,0
2.599535766891859e-06,17,7,0,0,0,0,0,0
2.635959431425448e-06,17,7,0,0,0,0,0,0
2.6735758509812106e-06,17,7,0,0,0,0,0,0
2.7088139885113645e-06,17,7,0,0,0,0,0,0
2.755895384473037e-06,18,6,0,0,0,0,0,0
2.786664593603855e-06,17,7,0,0,0,0,0,0
2.826937207791887e-06,17,7,0,0,0,0,0,0
2.867636339675125e-06,16,8,0,0,0,0,0,0
2.9090733879381207e-06,17,7,0,0,0,0,0,0
2.9363260222396425e-06,17,7,0,0,0,0,0,0
2.9820794535538826e-06,16,8,0,0,0,0,0,0
3.0267765982137225e-06,16,8,0,0,0,0,0,0
3.068553387279452e-06,17,7,0,0,0,0,0,0
3.1033326888027873e-06,17,7,0,0,0,0,0,0
3.132527514473576e-06,17,7,0,0,0,0,0,0
3.164486748107694e-06,17,7,0,0,0,0,0,0
3.2065963112543604e-06,17,7,0,0,0,0,0,0
3.2400706083269706e-06,17,7,0,0,0,0,0,0
3.2750008534671827e-06,17,7,0,0,0,0,0,0
3.314471278682385e-06,17,7,0,0,0,0,0,0
3.3417021459020776e-06,18,6,0,0,0,0,0,0
3.390369149462412e-06,16,8,0,0,0,0,0,0
3.431505811990712e-06,17,7,0,0,0,0,0,0
3.4676391566051604e-06,17,7,0,0,0,0,0,0
3.5100246981660086e-06,16,8,0,0,0,0,0,0
3.552859345908065e-06,16,8,0,0,0,0,0,0
3.600355290261723e-06,16,8,0,0,0,0,0,0
3.6280380408200848e-06,18,6,0,0,0,0,0,0
3.6682184247087423e-06,17,7,0,0,0,0,0,0
3.712860163629446e-06,17,7,0,0,0,0,0,0
3.744565561736636e-06,17,7,0,0,0,0,0,0
3.7816471684978694e-06,17,7,0,0,0,0,0,0
3.807330052305628e-06,17,7,0,0,0,0,0,0
3.8427447544123585e-06,17,7,0,0,0,0,0,0
3.878323105809276e-06,16,8,0,0,0,0,0,0
3.925038952603031e-06,17,7,0,0,0,0,0,0
3.961938455051594e-06,18,6,0,0,0,0,0,0
4.009899390711812e-06,17,7,0,0,0,0,0,0
4.046539225868949e-06,17,7,0,0,0,0,0,0
4.092109948245333e-06,17,7,0,0,0,0,0,0
4.1296968929731746e-06,17,7,0,0,0,0,0,0
4.17064290492642e-06,16,8,0,0,0,0,0,0
4.207885760956538e-06,17,7,0,0,0,0,0,0
4.2431978411504225e-06,18,6,0,0,0,0,0,0
4.278276575111316e-06,17,7,0,0,0,0,0,0
4.318584507606345e-06,17,7,0,0,0,0,0,0
4.353903485270962e-06,17,7,0,0,0,0,0,0
4.386057584144681e-06,17,7,0,0,0,0,0,0
4.418406772264477e-06,17,7,0,0,0,0,0,0
4.446482898104458e-06,17,7,0,0,0,0,0,0
4.473707438117882e-06,18,6,0,0,0,0,0,0
4.509695680859353e-06,17,7,0,0,0,0,0,0
4.537896491385746e-06,18,6,0,0,0,0,0,0
4.57089088643983e-06,17,7,0,0,0,0,0,0
4.613581977647274e-06,17,7,0,0,0,0,0,0
4.6538677277200135e-06,17,7,0,0,0,0,0,0
4.711275382524186e-06,17,7,0,0,0,0,0,0
4.748205299017902e-06,17,7,0,0,0,0,0,0
4.7877299712086855e-06,17,7,0,0,0,0,0,0
4.818157161696133e-06,18,6,0,0,0,0,0,0
4.855590949259802e-06,17,7,0,0,0,0,0,0
4.888497237745242e-06,17,7,0,0,0,0,0,0
4.931280270363146e-06,17,7,0,0,0,0,0,0
4.967949859157645e-06,17,7,0,0,0,0,0,0
4.996031018734008e-06,17,7,0,0,0,0,0,0
5.036600046176993e-06,17,7,0,0,0,0,0,0
5.071925140874786e-06,17,7,0,0,0,0,0,0
5.098201266796826e-06,17,7,0,0,0,0,0,0
5.133791086892351e-06,17,7,0,0,0,0,0,0
5.17102548643037e-06,17,7,0,0,0,0,0,0
5.2088009218846195e-06,17,7,0,0,0,0,0,0
5.250857814246972e-06,17,7,0,0,0,0,0,0
5.250857814246972e-06,17,7,0,0,0,0,0,0
5.751228461508616e-06,16,8,0,0,0,0,0,0
6.263988807362014e-06,17,7,0,0,0,0,0,0
6.8849651413270045e-06,18,6,0,0,0,0,0,0
7.345877803746652e-06,17,7,0,0,0,0,0,0
8.180288703210133e-06,17,7,0,0,0,0,0,0
8.726274713174576e-06,16,8,0,0,0,0,0,0
9.402896590680018e-06,16,8,0,0,0,0,0,0
9.915894789670485e-06,17,7,0,0,0,0,0,0
1.0428348856889344e-05,17,7,0,0,0,0,0,0
1.0952225145755107e-05,16,8,0,0,0,0,0,0
1.1581145068981961e-05,17,7,0,0,0,0,0,0
1.2150976828074436e-05,17,7,0,0,0,0,0,0
1.287755525035969e-05,17,7,0,0,0,0,0,0
1.3415066381591375e-05,17,7,0,0,0,0,0,0
1.4025100901446997e-05,17,7,0,0,0,0,0,0
1.4578703537004551e-05,17,7,0,0,0,0,0,0
1.5246064191644685e-05,17,7,0,0,0,0,0,0
1.5927635199705977e-05,17,7,0,0,0,0,0,0
1.6452665829490316e-05,17,7,0,0,0,0,0,0
