Time,Pd*L0,Pd*L1,Pd*L2,Pd*L3,CO*TopL0,CO*TopL1,CO*BridgeL00,CO*BridgeL01,CO*BridgeL11,CO*HollowL000,CO*HollowL001,CO*HollowL011,CO*HollowL111,CO*Total
0.0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
2.6783094530743218e-06,20,0,0,0,0,0,0,0,0,0,0,0,0,0
2.517043172808899e-05,20,0,0,0,0,0,0,0,0,0,0,0,0,0
0.06112286989924132,20,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2099398056754545,20,0,0,0,0,0,0,0,0,0,0,0,0,0
0.24155745853790014,19,1,0,0,0,0,0,0,0,0,0,0,0,0
0.2541335336099907,19,1,0,0,0,0,0,0,0,0,0,0,0,0
0.2668402046408105,19,1,0,0,0,0,0,0,0,0,0,0,0,0
0.27803506394307537,19,1,0,0,0,0,0,0,0,0,0,0,0,0
0.29392529041034526,19,1,0,0,0,0,0,0,0,0,0,0,0,0
0.30676060987407083,19,1,0,0,0,0,0,0,0,0,0,0,0,0
0.31923935706219275,19,1,0,0,0,0,0,0,0,0,0,0,0,0
0.3327794347593008,19,1,0,0,0,0,0,0,0,0,0,0,0,0
0.34552884995713623,19,1,0,0,0,0,0,0,0,0,0,0,0,0
0.35950324738218503,19,1,0,0,0,0,0,0,0,0,0,0,0,0
0.37705077629760547,19,1,0,0,0,0,0,0,0,0,0,0,0,0
0.38919417694831976,19,1,0,0,0,0,0,0,0,0,0,0,0,0
0.40360633036630145,19,1,0,0,0,0,0,0,0,0,0,0,0,0
0.415955368984412,19,1,0,0,0,0,0,0,0,0,0,0,0,0
0.42826133689593754,19,1,0,0,0,0,0,0,0,0,0,0,0,0
0.4434166632830788,19,1,0,0,0,0,0,0,0,0,0,0,0,0
0.4587995166290367,19,1,0,0,0,0,0,0,0,0,0,0,0,0
0.4705314072295733,19,1,0,0,0,0,0,0,0,0,0,0,0,0
0.4824174801479705,18,2,0,0,0,0,0,0,0,0,0,0,0,0
0.4888826360184666,18,2,0,0,0,0,0,0,0,0,0,0,0,0
0.49639302257935075,18,2,0,0,0,0,0,0,0,0,0,0,0,0
0.5030449100375104,18,2,0,0,0,0,0,0,0,0,0,0,0,0
0.512213461280302,18,2,0,0,0,0,0,0,0,0,0,0,0,0
0.5197238757635331,18,2,0,0,0,0,0,0,0,0,0,0,0,0
0.527744913037521,18,2,0,0,0,0,0,0,0,0,0,0,0,0
0.534606772509809,18,2,0,0,0,0,0,0,0,0,0,0,0,0
0.542425515565074,18,2,0,0,0,0,0,0,0,0,0,0,0,0
0.5487583099402903,18,2,0,0,0,0,0,0,0,0,0,0,0,0
0.5570069179779913,18,2,0,0,0,0,0,0,0,0,0,0,0,0
0.5640166648449998,18,2,0,0,0,0,0,0,0,0,0,0,0,0
0.5714322961044371,18,2,0,0,0,0,0,0,0,0,0,0,0,0
0.5794064914278991,18,2,0,0,0,0,0,0,0,0,0,0,0,0
0.5873950201039425,18,2,0,0,0,0,0,0,0,0,0,0,0,0
0.5961170829974681,18,2,0,0,0,0,0,0,0,0,0,0,0,0
0.6031169872283376,18,2,0,0,0,0,0,0,0,0,0,0,0,0
0.6115133257172769,18,2,0,0,0,0,0,0,0,0,0,0,0,0
0.6190023530502968,18,2,0,0,0,0,0,0,0,0,0,0,0,0
0.6277082727885818,18,2,0,0,0,0,0,0,0,0,0,0,0,0
0.634554454937694,18,2,0,0,0,0,0,0,0,0,0,0,0,0
0.6412924974041495,18,2,0,0,0,0,0,0,0,0,0,0,0,0
0.6492901461794713,18,2,0,0,0,0,0,0,0,0,0,0,0,0
0.6564460037262805,18,2,0,0,0,0,0,0,0,0,0,0,0,0
0.6631931477296213,18,2,0,0,0,0,0,0,0,0,0,0,0,0
0.6699881245310333,18,2,0,0,0,0,0,0,0,0,0,0,0,0
0.679654112315432,18,2,0,0,0,0,0,0,0,0,0,0,0,0
0.6873129898421293,18,2,0,0,0,0,0,0,0,0,0,0,0,0
0.6947429819819723,18,2,0,0,0,0,0,0,0,0,0,0,0,0
0.6961020265269167,18,2,0,0,0,0,0,0,0,0,0,0,0,0
0.6961709885703893,18,2,0,0,0,0,0,0,0,0,0,0,0,0
0.6962283021265695,18,2,0,0,0,0,0,0,0,0,0,0,0,0
0.6963083609486127,18,2,0,0,0,0,0,0,0,0,0,0,0,0
0.6963782384271175,18,2,0,0,0,0,0,0,0,0,0,0,0,0
0.696438308399621,18,2,0,0,0,0,0,0,0,0,0,0,0,0
0.6964974920853237,18,2,0,0,0,0,0,0,0,0,0,0,0,0
0.6965554598654943,18,2,0,0,0,0,0,0,0,0,0,0,0,0
0.6966232269406988,18,2,0,0,0,0,0,0,0,0,0,0,0,0
0.6967017182385993,18,2,0,0,0,0,0,0,0,0,0,0,0,0
0.6967812607746935,18,2,0,0,0,0,0,0,0,0,0,0,0,0
0.6968463042419691,18,2,0,0,0,0,0,0,0,0,0,0,0,0
0.6969126316365197,18,2,0,0,0,0,0,0,0,0,0,0,0,0
0.6969699323279077,18,2,0,0,0,0,0,0,0,0,0,0,0,0
0.6970429348902517,18,2,0,0,0,0,0,0,0,0,0,0,0,0
0.6971108782299026,18,2,0,0,0,0,0,0,0,0,0,0,0,0
0.6971894427986287,18,2,0,0,0,0,0,0,0,0,0,0,0,0
0.6972475675063337,18,2,0,0,0,0,0,0,0,0,0,0,0,0
0.6973143641775856,18,2,0,0,0,0,0,0,0,0,0,0,0,0
0.6973753305430636,18,2,0,0,0,0,0,0,0,0,0,0,0,0
0.6974434357867528,18,2,0,0,0,0,0,0,0,0,0,0,0,0
0.697509268444685,18,2,0,0,0,0,0,0,0,0,0,0,0,0
0.6975653148407351,18,2,0,0,0,0,0,0,0,0,0,0,0,0
0.6976387399578481,18,2,0,0,0,0,0,0,0,0,0,0,0,0
0.697711093189259,18,2,0,0,0,0,0,0,0,0,0,0,0,0
0.697711093189259,18,2,0,0,0,0,0,0,0,0,0,0,0,0
0.6977893788598128,18,2,0,0,0,0,0,0,0,0,0,0,0,0
0.6978462756267895,18,2,0,0,0,0,0,0,0,0,0,0,0,0
0.6979052477745669,18,2,0,0,0,0,0,0,0,0,0,0,0,0
0.6979667334981108,18,2,0,0,0,0,0,0,0,0,0,0,0,0
0.6980212955231444,18,2,0,0,0,0,0,0,0,0,0,0,0,0
0.6980811528610946,18,2,0,0,0,0,0,0,0,0,0,0,0,0
0.6981503731581125,18,2,0,0,0,0,0,0,0,0,0,0,0,0
0.6982277866569092,18,2,0,0,0,0,0,0,0,0,0,0,0,0
0.6982985741848065,18,2,0,0,0,0,0,0,0,0,0,0,0,0
0.698368771096913,18,2,0,0,0,0,0,0,0,0,0,0,0,0
0.698430914322941,18,2,0,0,0,0,0,0,0,0,0,0,0,0
0.6985106423825942,18,2,0,0,0,0,0,0,0,0,0,0,0,0
0.6985712413438773,18,2,0,0,0,0,0,0,0,0,0,0,0,0
